Code Domaine,Domaine,Code pays d?clarant (FAO),Pays d?clarants,Code pays partenaire (FAO),Pays partenaires,Code ?l?ment,?l?ment,Code Produit (FAO),Produit,Code ann?e,Ann?e,Unit?,Valeur,Symbole,Description du Symbole
"TM","Matrices du commerce d?taill?es","68","France","27","Bulgarie","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","7402","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","27","Bulgarie","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","14166","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","27","Bulgarie","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","1903","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","27","Bulgarie","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","1284","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","233","Burkina Faso","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","52","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","233","Burkina Faso","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","81","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","233","Burkina Faso","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","2","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","233","Burkina Faso","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","52","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","233","Burkina Faso","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","4","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","233","Burkina Faso","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","16","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","233","Burkina Faso","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","79","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","233","Burkina Faso","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","85","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","233","Burkina Faso","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","9","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","233","Burkina Faso","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","58","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","233","Burkina Faso","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","14","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","233","Burkina Faso","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","82","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","35","Cabo Verde","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","52","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","35","Cabo Verde","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","1177","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","35","Cabo Verde","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","254","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","35","Cabo Verde","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","275","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","35","Cabo Verde","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","326","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","35","Cabo Verde","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","188","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","35","Cabo Verde","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","47","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","35","Cabo Verde","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","1085","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","35","Cabo Verde","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","251","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","35","Cabo Verde","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","306","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","35","Cabo Verde","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","402","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","35","Cabo Verde","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","177","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","115","Cambodge","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","115","Cambodge","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","1","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","115","Cambodge","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","115","Cambodge","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","2","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","115","Cambodge","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","115","Cambodge","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","7","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","115","Cambodge","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","7","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","115","Cambodge","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","8","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","32","Cameroun","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","70","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","32","Cameroun","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","22","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","32","Cameroun","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","70","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","32","Cameroun","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","143","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","32","Cameroun","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","147","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","32","Cameroun","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","171","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","32","Cameroun","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","73","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","32","Cameroun","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","36","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","32","Cameroun","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","104","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","32","Cameroun","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","265","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","32","Cameroun","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","279","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","32","Cameroun","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","345","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","33","Canada","5610","Importations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","4","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","33","Canada","5610","Importations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","13","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","33","Canada","5622","Importations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","49","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","33","Canada","5622","Importations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","82","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","33","Canada","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","43","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","33","Canada","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","44","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","33","Canada","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","26","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","33","Canada","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","99","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","33","Canada","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","6","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","33","Canada","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","38","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","33","Canada","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","246","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","33","Canada","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","277","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","33","Canada","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","145","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","33","Canada","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","296","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","33","Canada","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","56","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","33","Canada","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","149","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","96","Chine - RAS de Hong-Kong","5610","Importations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","5","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","96","Chine - RAS de Hong-Kong","5622","Importations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","20","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","4958","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","8214","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","10404","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","9923","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","11600","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","9656","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","96","Chine - RAS de Hong-Kong","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","9947","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","96","Chine - RAS de Hong-Kong","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","16347","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","96","Chine - RAS de Hong-Kong","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","21397","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","96","Chine - RAS de Hong-Kong","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","20364","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","96","Chine - RAS de Hong-Kong","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","23628","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","96","Chine - RAS de Hong-Kong","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","21075","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","128","Chine - RAS de Macao","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","51","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","128","Chine - RAS de Macao","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","53","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","128","Chine - RAS de Macao","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","52","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","128","Chine - RAS de Macao","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","1","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","128","Chine - RAS de Macao","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","1","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","128","Chine - RAS de Macao","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","128","Chine - RAS de Macao","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","93","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","128","Chine - RAS de Macao","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","77","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","128","Chine - RAS de Macao","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","82","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","128","Chine - RAS de Macao","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","8","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","128","Chine - RAS de Macao","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","6","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","128","Chine - RAS de Macao","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","6","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","41","Chine, continentale","5610","Importations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","50","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","41","Chine, continentale","5622","Importations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","83","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","41","Chine, continentale","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","4781","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","41","Chine, continentale","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","2788","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","41","Chine, continentale","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","634","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","41","Chine, continentale","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","1034","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","41","Chine, continentale","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","1834","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","41","Chine, continentale","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","2964","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","41","Chine, continentale","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","8950","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","41","Chine, continentale","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","4696","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","41","Chine, continentale","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","1210","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","41","Chine, continentale","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","1816","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","41","Chine, continentale","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","4537","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","41","Chine, continentale","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","5711","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","214","Chine, Taiwan Province de","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","4","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","214","Chine, Taiwan Province de","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","214","Chine, Taiwan Province de","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","24","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","214","Chine, Taiwan Province de","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","1","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","50","Chypre","5610","Importations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","2","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","50","Chypre","5610","Importations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","41","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","50","Chypre","5622","Importations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","8","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","50","Chypre","5622","Importations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","58","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","50","Chypre","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","198","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","50","Chypre","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","87","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","50","Chypre","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","98","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","50","Chypre","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","455","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","50","Chypre","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","228","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","50","Chypre","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","114","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","50","Chypre","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","355","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","50","Chypre","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","171","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","50","Chypre","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","263","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","50","Chypre","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","474","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","50","Chypre","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","376","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","50","Chypre","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","240","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","45","Comores","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","1556","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","45","Comores","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","3292","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","45","Comores","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","909","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","45","Comores","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","1164","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","45","Comores","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","832","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","45","Comores","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","634","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","45","Comores","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","2173","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","45","Comores","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","3764","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","45","Comores","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","1037","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","45","Comores","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","1317","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","45","Comores","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","1039","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","45","Comores","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","862","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","46","Congo","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","4703","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","46","Congo","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","79","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","46","Congo","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","2797","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","46","Congo","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","3193","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","46","Congo","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","3345","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","46","Congo","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","5260","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","46","Congo","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","6608","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","46","Congo","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","176","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","46","Congo","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","3281","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","46","Congo","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","3965","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","46","Congo","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","3699","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","46","Congo","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","6162","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","107","C?te d'Ivoire","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","106","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","107","C?te d'Ivoire","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","318","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","107","C?te d'Ivoire","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","753","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","107","C?te d'Ivoire","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","904","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","107","C?te d'Ivoire","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","559","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","107","C?te d'Ivoire","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","233","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","107","C?te d'Ivoire","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","156","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","107","C?te d'Ivoire","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","471","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","107","C?te d'Ivoire","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","916","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","107","C?te d'Ivoire","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","1114","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","107","C?te d'Ivoire","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","703","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","107","C?te d'Ivoire","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","498","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","98","Croatie","5610","Importations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","7","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","98","Croatie","5622","Importations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","32","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","98","Croatie","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","308","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","98","Croatie","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","332","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","98","Croatie","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","324","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","98","Croatie","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","151","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","98","Croatie","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","95","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","98","Croatie","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","54","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","98","Croatie","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","225","","Donn?e officielle"
