Code Domaine,Domaine,Code pays d?clarant (FAO),Pays d?clarants,Code pays partenaire (FAO),Pays partenaires,Code ?l?ment,?l?ment,Code Produit (FAO),Produit,Code ann?e,Ann?e,Unit?,Valeur,Symbole,Description du Symbole
"TM","Matrices du commerce d?taill?es","68","France","124","Libye","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","1407","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","124","Libye","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","144","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","124","Libye","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","401","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","124","Libye","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","3757","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","124","Libye","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","4432","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","124","Libye","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","2291","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","124","Libye","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","246","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","124","Libye","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","556","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5610","Importations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","3335","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5610","Importations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","3873","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5610","Importations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","3648","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5610","Importations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","3431","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5610","Importations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","2927","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5610","Importations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","2318","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5622","Importations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","9944","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5622","Importations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","11245","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5622","Importations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","11709","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5622","Importations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","12635","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5622","Importations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","8733","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5622","Importations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","6400","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","295","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","342","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","431","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","752","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","503","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","207","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","126","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","263","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","406","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","378","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","727","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","126","Lituanie","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","110","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5610","Importations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","17","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5610","Importations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","13","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5610","Importations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","23","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5610","Importations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","15","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5610","Importations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","38","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5610","Importations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","209","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5622","Importations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","83","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5622","Importations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","73","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5622","Importations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","122","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5622","Importations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","99","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5622","Importations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","206","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5622","Importations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","841","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","1570","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","1579","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","1459","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","1547","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","3727","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","1683","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","9281","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","9367","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","9161","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","10162","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","10209","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","256","Luxembourg","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","10875","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","154","Mac?doine du Nord","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","1339","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","154","Mac?doine du Nord","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","1245","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","154","Mac?doine du Nord","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","1170","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","154","Mac?doine du Nord","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","255","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","154","Mac?doine du Nord","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","229","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","154","Mac?doine du Nord","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","196","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","154","Mac?doine du Nord","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","1398","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","154","Mac?doine du Nord","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","1135","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","154","Mac?doine du Nord","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","1306","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","154","Mac?doine du Nord","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","300","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","154","Mac?doine du Nord","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","321","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","154","Mac?doine du Nord","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","277","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","129","Madagascar","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","25","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","129","Madagascar","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","129","Madagascar","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","30","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","129","Madagascar","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","3","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","131","Malaisie","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","471","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","131","Malaisie","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","226","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","131","Malaisie","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","25","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","131","Malaisie","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","51","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","131","Malaisie","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","72","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","131","Malaisie","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","561","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","131","Malaisie","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","281","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","131","Malaisie","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","31","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","131","Malaisie","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","58","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","131","Malaisie","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","91","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","132","Maldives","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","252","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","132","Maldives","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","267","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","132","Maldives","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","795","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","132","Maldives","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","1008","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","132","Maldives","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","68","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","132","Maldives","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","17","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","132","Maldives","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","463","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","132","Maldives","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","421","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","132","Maldives","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","1190","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","132","Maldives","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","1690","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","132","Maldives","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","135","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","132","Maldives","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","42","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","133","Mali","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","2","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","133","Mali","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","1","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","133","Mali","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","1","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","133","Mali","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","14","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","133","Mali","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","14","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","133","Mali","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","9","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","133","Mali","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","11","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","133","Mali","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","13","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","133","Mali","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","4","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","133","Mali","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","80","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","133","Mali","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","50","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","133","Mali","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","30","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","134","Malte","5610","Importations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","1","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","134","Malte","5610","Importations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","179","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","134","Malte","5622","Importations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","6","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","134","Malte","5622","Importations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","764","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","134","Malte","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","8","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","134","Malte","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","11","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","134","Malte","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","16","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","134","Malte","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","12","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","134","Malte","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","10","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","134","Malte","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","5","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","134","Malte","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","35","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","134","Malte","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","45","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","134","Malte","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","50","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","134","Malte","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","47","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","134","Malte","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","42","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","134","Malte","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","30","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","143","Maroc","5610","Importations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","26","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","143","Maroc","5622","Importations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","36","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","143","Maroc","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","85","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","143","Maroc","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","143","Maroc","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","25","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","143","Maroc","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","280","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","143","Maroc","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","39","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","143","Maroc","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","130","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","143","Maroc","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","143","Maroc","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","11","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","143","Maroc","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","374","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","143","Maroc","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","121","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","137","Maurice","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","137","Maurice","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","0","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","137","Maurice","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","9","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","137","Maurice","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","6","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","137","Maurice","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","27","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","137","Maurice","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","2","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","137","Maurice","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","6","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","137","Maurice","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","29","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","137","Maurice","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","24","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","137","Maurice","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","42","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","136","Mauritanie","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","107","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","136","Mauritanie","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","265","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","136","Mauritanie","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","290","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","136","Mauritanie","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","4","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","136","Mauritanie","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","158","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","136","Mauritanie","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","293","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","136","Mauritanie","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","355","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","136","Mauritanie","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","17","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","273","Mont?n?gro","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","3","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","273","Mont?n?gro","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","4","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","144","Mozambique","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","300","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","144","Mozambique","5910","Exportations - Quantit?","1058","Viande, volaille","2016","2016","tonnes","132","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","144","Mozambique","5910","Exportations - Quantit?","1058","Viande, volaille","2017","2017","tonnes","789","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","144","Mozambique","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","351","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","144","Mozambique","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","324","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","144","Mozambique","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","124","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","144","Mozambique","5922","Exportations - Valeur","1058","Viande, volaille","2016","2016","1000 US$","69","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","144","Mozambique","5922","Exportations - Valeur","1058","Viande, volaille","2017","2017","1000 US$","429","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","144","Mozambique","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","202","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","144","Mozambique","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","152","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","28","Myanmar","5910","Exportations - Quantit?","1058","Viande, volaille","2015","2015","tonnes","11","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","28","Myanmar","5910","Exportations - Quantit?","1058","Viande, volaille","2019","2019","tonnes","1","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","28","Myanmar","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","131","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","28","Myanmar","5922","Exportations - Valeur","1058","Viande, volaille","2015","2015","1000 US$","17","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","28","Myanmar","5922","Exportations - Valeur","1058","Viande, volaille","2019","2019","1000 US$","3","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","28","Myanmar","5922","Exportations - Valeur","1058","Viande, volaille","2020","2020","1000 US$","219","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","147","Namibie","5910","Exportations - Quantit?","1058","Viande, volaille","2018","2018","tonnes","301","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","147","Namibie","5910","Exportations - Quantit?","1058","Viande, volaille","2020","2020","tonnes","47","","Donn?e officielle"
"TM","Matrices du commerce d?taill?es","68","France","147","Namibie","5922","Exportations - Valeur","1058","Viande, volaille","2018","2018","1000 US$","233","","Donn?e officielle"
