Code Domaine,Domaine,Code zone (FAO),Zone,Code ?l?ment,?l?ment,Code Produit,Produit,Code ann?e,Ann?e,Unit?,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","40","Chili","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","39.85","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2018","2018","kg","39.51","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2019","2019","kg","35.87","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2015","2015","Kcal/personne/jour","160","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2016","2016","Kcal/personne/jour","170","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","168","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2018","2018","Kcal/personne/jour","166","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2019","2019","Kcal/personne/jour","150","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2015","2015","g/personne/jour","12.68","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2016","2016","g/personne/jour","13.54","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","13.29","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2018","2018","g/personne/jour","13.13","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2019","2019","g/personne/jour","12.02","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2015","2015","g/personne/jour","11.77","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2016","2016","g/personne/jour","12.5","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","12.44","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2018","2018","g/personne/jour","12.3","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","40","Chili","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2019","2019","g/personne/jour","11.06","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5511","Production","2734","Viande de Volailles","2015","2015","Milliers de tonnes","17904","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5511","Production","2734","Viande de Volailles","2016","2016","Milliers de tonnes","18972","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","19090","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","20728","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5511","Production","2734","Viande de Volailles","2019","2019","Milliers de tonnes","21195","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5611","Importations - Quantit?","2734","Viande de Volailles","2015","2015","Milliers de tonnes","1479","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5611","Importations - Quantit?","2734","Viande de Volailles","2016","2016","Milliers de tonnes","1679","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1543","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5611","Importations - Quantit?","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1567","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5611","Importations - Quantit?","2734","Viande de Volailles","2019","2019","Milliers de tonnes","1814","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5072","Variation de stock","2734","Viande de Volailles","2015","2015","Milliers de tonnes","-1404","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5072","Variation de stock","2734","Viande de Volailles","2016","2016","Milliers de tonnes","-593","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","-646","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5072","Variation de stock","2734","Viande de Volailles","2018","2018","Milliers de tonnes","340","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5072","Variation de stock","2734","Viande de Volailles","2019","2019","Milliers de tonnes","721","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5911","Exportations - Quantit?","2734","Viande de Volailles","2015","2015","Milliers de tonnes","1160","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5911","Exportations - Quantit?","2734","Viande de Volailles","2016","2016","Milliers de tonnes","1128","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1248","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5911","Exportations - Quantit?","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1209","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5911","Exportations - Quantit?","2734","Viande de Volailles","2019","2019","Milliers de tonnes","903","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2015","2015","Milliers de tonnes","19626","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2016","2016","Milliers de tonnes","20116","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","20032","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","20746","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2019","2019","Milliers de tonnes","21386","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5521","Aliments pour animaux","2734","Viande de Volailles","2015","2015","Milliers de tonnes","","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5521","Aliments pour animaux","2734","Viande de Volailles","2016","2016","Milliers de tonnes","","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5527","Semences","2734","Viande de Volailles","2015","2015","Milliers de tonnes","","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5527","Semences","2734","Viande de Volailles","2016","2016","Milliers de tonnes","","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5123","Pertes","2734","Viande de Volailles","2015","2015","Milliers de tonnes","","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5123","Pertes","2734","Viande de Volailles","2016","2016","Milliers de tonnes","","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5123","Pertes","2734","Viande de Volailles","2017","2017","Milliers de tonnes","","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5123","Pertes","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5123","Pertes","2734","Viande de Volailles","2019","2019","Milliers de tonnes","0","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5131","Traitement","2734","Viande de Volailles","2015","2015","Milliers de tonnes","","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5131","Traitement","2734","Viande de Volailles","2016","2016","Milliers de tonnes","","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5131","Traitement","2734","Viande de Volailles","2017","2017","Milliers de tonnes","","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5131","Traitement","2734","Viande de Volailles","2018","2018","Milliers de tonnes","","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5154","Autres utilisations (non alimentaire)","2734","Viande de Volailles","2015","2015","Milliers de tonnes","0","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5154","Autres utilisations (non alimentaire)","2734","Viande de Volailles","2016","2016","Milliers de tonnes","0","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5154","Autres utilisations (non alimentaire)","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5154","Autres utilisations (non alimentaire)","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5154","Autres utilisations (non alimentaire)","2734","Viande de Volailles","2019","2019","Milliers de tonnes","0","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5171","Alimentation pour touristes","2734","Viande de Volailles","2015","2015","Milliers de tonnes","25","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5171","Alimentation pour touristes","2734","Viande de Volailles","2016","2016","Milliers de tonnes","27","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5171","Alimentation pour touristes","2734","Viande de Volailles","2017","2017","Milliers de tonnes","28","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5171","Alimentation pour touristes","2734","Viande de Volailles","2018","2018","Milliers de tonnes","26","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5171","Alimentation pour touristes","2734","Viande de Volailles","2019","2019","Milliers de tonnes","41","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5170","R?sidus","2734","Viande de Volailles","2015","2015","Milliers de tonnes","-296","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5170","R?sidus","2734","Viande de Volailles","2016","2016","Milliers de tonnes","-291","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","-471","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5170","R?sidus","2734","Viande de Volailles","2018","2018","Milliers de tonnes","-397","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5170","R?sidus","2734","Viande de Volailles","2019","2019","Milliers de tonnes","-370","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5142","Nourriture","2734","Viande de Volailles","2015","2015","Milliers de tonnes","19897","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5142","Nourriture","2734","Viande de Volailles","2016","2016","Milliers de tonnes","20380","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","20474","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5142","Nourriture","2734","Viande de Volailles","2018","2018","Milliers de tonnes","21116","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","5142","Nourriture","2734","Viande de Volailles","2019","2019","Milliers de tonnes","21715","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es"
"FBS","Bilans Alimentaires (2010-)","351","Chine","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2015","2015","kg","13.83","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2016","2016","kg","14.1","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","14.09","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2018","2018","kg","14.47","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2019","2019","kg","14.82","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2015","2015","Kcal/personne/jour","65","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2016","2016","Kcal/personne/jour","66","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","65","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2018","2018","Kcal/personne/jour","68","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2019","2019","Kcal/personne/jour","69","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2015","2015","g/personne/jour","4.48","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2016","2016","g/personne/jour","4.56","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","4.57","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2018","2018","g/personne/jour","4.68","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2019","2019","g/personne/jour","4.79","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2015","2015","g/personne/jour","5.09","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2016","2016","g/personne/jour","5.18","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","5.08","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2018","2018","g/personne/jour","5.28","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","351","Chine","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2019","2019","g/personne/jour","5.38","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5511","Production","2734","Viande de Volailles","2015","2015","Milliers de tonnes","28","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5511","Production","2734","Viande de Volailles","2016","2016","Milliers de tonnes","24","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","24","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","25","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5511","Production","2734","Viande de Volailles","2019","2019","Milliers de tonnes","19","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5611","Importations - Quantit?","2734","Viande de Volailles","2015","2015","Milliers de tonnes","867","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5611","Importations - Quantit?","2734","Viande de Volailles","2016","2016","Milliers de tonnes","900","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","907","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5611","Importations - Quantit?","2734","Viande de Volailles","2018","2018","Milliers de tonnes","821","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5611","Importations - Quantit?","2734","Viande de Volailles","2019","2019","Milliers de tonnes","773","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5072","Variation de stock","2734","Viande de Volailles","2015","2015","Milliers de tonnes","-16","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5072","Variation de stock","2734","Viande de Volailles","2016","2016","Milliers de tonnes","9","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","40","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5072","Variation de stock","2734","Viande de Volailles","2018","2018","Milliers de tonnes","-58","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5072","Variation de stock","2734","Viande de Volailles","2019","2019","Milliers de tonnes","41","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5911","Exportations - Quantit?","2734","Viande de Volailles","2015","2015","Milliers de tonnes","613","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5911","Exportations - Quantit?","2734","Viande de Volailles","2016","2016","Milliers de tonnes","602","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","663","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5911","Exportations - Quantit?","2734","Viande de Volailles","2018","2018","Milliers de tonnes","607","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5911","Exportations - Quantit?","2734","Viande de Volailles","2019","2019","Milliers de tonnes","310","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2015","2015","Milliers de tonnes","297","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2016","2016","Milliers de tonnes","313","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","227","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","296","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2019","2019","Milliers de tonnes","440","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5123","Pertes","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5123","Pertes","2734","Viande de Volailles","2019","2019","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5154","Autres utilisations (non alimentaire)","2734","Viande de Volailles","2015","2015","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5154","Autres utilisations (non alimentaire)","2734","Viande de Volailles","2016","2016","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5154","Autres utilisations (non alimentaire)","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","5154","Autres utilisations (non alimentaire)","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
